// voice	text
c001_17_boss_long	じゃじゃ～ん！こんにちは、可愛いご主人さま～♥
c130_hit_3	雑音がっ！
c130_prskill	失敗作など必要ない！
c130_skill	もっと壮大に！
c130_spa	浮かぶ、浮かんでくる…音楽が…
c130_startbt	コンサートを始めよう。
c130_story1	うるさい！アンタの声、聞き飽きた！騒音よ！\迷惑よ！
c130_story2	やっぱり芸術の「げ」の字も分からない野蛮人は、救いようがないわね。
c130_story3	もう少し待ってて、悪魔。アンタのためにこの世で一番美しい交響曲をつくってあげるから。
c130_true1	平凡なヤツに、芸術など到底理解できない！
c130_true2	認めなさい、私の音楽を…！
c130_true3	アンタの顔を見ると…音楽が浮かんでくる。\じっとして！もう少しで、不朽の名曲が生まれる！
c130_victory	さ、天才作曲家の音楽を聞いた感想は？
c132_boss_long	パーティへようこそ。
c132_boss_short	リラックスするといい。
c132_ctskill	面倒だね！
c132_death_1	あーあ…これはあまりよろしくないな。
c132_death_2	今までのツケがまわってきた、ということかな。
c132_drive	さあ、楽しもうじゃないか！
c132_hit_1	ううっ…
c132_hit_2	くっ…！
c132_hit_3	やるね。
c132_prskill	難しく考えることはないさ。
c132_skill	表情が硬いぞ！
c132_spa	存分に楽しもう！
c132_startbt	一緒に今を楽しもうじゃないか。
c132_story1	「カルペ・ディエム」…\今を生きろという意味だよ。
c132_story2	何をした所で、時間は勝手に流れていくんだ。\君はもう少し、心に余裕を持ったほうがいい。
c132_story3	まあ、でも…こういう種類のお節介は悪くないと思うよ。
c132_true1	悩みほど、人生でつまらないモノはない。
c132_true2	望むがままに生きていたい。\何を望んでいるかはわからないがね。
c132_true3	どうだね、怠惰な魔王になってみないか？\私が思うに…すべての問題は、\必要以上に動くことで生じている気がするんだよ。
c132_victory	愉快なパーティだったぞ、少年。
c133_boss_long	しかめっ面はやめてよ、笑顔笑顔！
c133_boss_short	こんなの余裕ですー！
c133_ctskill	スマイル！
c133_death_1	仲良くなれるチャンスだったのにな…
c133_death_2	これで終わりなんて、つまらない…
c133_drive	ホントの本気よ！
c133_hit_1	うわっ！
c133_hit_2	くっ！まだまだ…
c133_hit_3	いたっ！
c133_prskill	本気で行くよ！
c133_skill	退屈？
c133_spa	ふふ、恥ずかしいなあ。
c133_startbt	よろしくね、弱そうなみなさん！
c133_story1	それだけあたしの美貌が素晴らしいって話ですよね。それなら仕方がありません。
c133_story2	ふふ、それじゃあ、一緒に楽しく過ごしましょうね！
c133_story3	あら、残念です。\大好きっていうのは本音だったんですけど。
c133_true1	イタズラを仕掛けるのは悪くないと思うんです。\引っかかるほうがいけないんです。
c133_true2	このティタニアに勝つには100年早いですよ、\弱っちい悪魔さん。
c133_true3	イタズラが過ぎる？これはあたしの愛情表現なんですよ？\もしかして、ちょっと突っぱねてみようかなって感じ？
c133_victory	全部あたしのおかげですね！
c135_boss_long	戦士同士で戦うの。
c135_boss_short	正々堂々と勝負！
c135_ctskill	私の意志には、誰も勝てないよ。
c135_death_1	ここで諦めるの？
c135_death_2	ヴァルハラへ…
c135_drive	勝つことだけを考えて！
c135_hit_1	うっ…
c135_hit_2	いやっ！
c135_hit_3	まだよっ！
c135_prskill	この攻撃は本心よ。
c135_skill	やっとこの程度？
c135_spa	見ていいなんて、誰が言ったの？
c135_startbt	ここで勝ったらもっと強くなるわ。
c135_story1	そんな体でどうやって魔王になる気？
c135_story2	まだまだこれからでしょ！もうやめちゃうの？
c135_story3	本当に申し訳ないと思ってるならどんな手を使ってでも魔王になって。
c135_true1	命よりも大切なら、命を懸けて守りなさい。
c135_true2	もっと強くなる。もう誰にも奪われたりしない。
c135_true3	戦士の仕事は戦うこと。\キミの仕事は魔王になることよ。
c135_victory	強くなったかしら？
c139_boss_long	ここにいるわ。いつもみたいに。
c139_boss_short	お呼びかしら。
c139_ctskill	このままじゃ駄目？
c139_death_1	ここに、いたい……
c139_death_2	どうして、そっとしておいてくれないの？
c139_drive	全部思い出したわ。
c139_hit_1	はあ……
c139_hit_2	んっ…
c139_hit_3	ほっといて…
c139_prskill	頑張るわ。
c139_skill	それじゃ、まずは……
c139_spa	……夢を見たの。蝶が飛んでいて、花が咲いていて\変わらないわたしがいる。
c139_startbt	いつもどおりにするわ。
c139_story1	どこにもないわ。
c139_story2	青い鳥は家の中にいた……\というおとぎ話の結末と同じね。
c139_story3	……こんなに良くしてもらっても、わたしは変わらないのに……
c139_true1	わたしはいつもこのままでいる……\あなたもそうだといいのに。
c139_true2	わたしはただ、与えられた仕事をこなすだけ……\あまり期待はしないで……
c139_true3	びっくりした……いつも引きこもって……\隠れている私の所へ来てくれたのね……\ふふ、嬉しいってことよ……
c139_victory	あ、びっくりした……
c141_boss_long	もしかして…あなたの運命の相手は…\私かも？
c141_boss_short	任せて。あなたの愛を探してあげる！
c141_ctskill	よしっ、命中！
c141_death_1	ひどい、ひどーい！
c141_death_2	くは…っ
c141_drive	やったー。捕まえた！
c141_hit_1	ちょ、ちょっと！
c141_hit_2	いたっ！
c141_hit_3	きゃっ
c141_prskill	待ちなさーい。逃がさないわよー！
c141_skill	そのままストーップ！
c141_spa	あったかーい。気持ちいいなあー。\むふーん。
c141_startbt	射貫いてあげる、アナタの♥
c141_story1	心配しないで。いつかはご主人様も、\愛の素晴らしさがわかるはずだから！
c141_story2	そんなことないわ。大事なのは気持ちよ。
c141_story3	はーあ、やっぱり私が教えてあげないと駄目かなぁ？
c141_true1	悪魔も恋はできるわ！だから諦めないで！
c141_true2	寂しくないわ。あなたに愛を届けるから。
c141_true3	愛って、とっても気持ちいいものなの。\辛いこともあるけど、それを超えるすごいものなの！
c141_victory	やっほー！
c142_boss_long	夢の世界へようこそ。
c142_boss_short	幸せな夢を見せてあげるわ。
c142_ctskill	アナタの夢を見せて。
c142_death_1	悪夢を…見ちゃった…
c142_death_2	現実から目覚めて、夢で生きるのっ！
c142_drive	青い鳥を見たことある？
c142_hit_1	うっ…！
c142_hit_2	なにっ？
c142_hit_3	夢？
c142_prskill	永遠の眠りにつかせてあげる。
c142_skill	おねんねよー
c142_spa	う…ここは夢？それとも…現実？
c142_startbt	しっ！寝る時間よ。
c142_story1	永遠に幸せな世界で暮らすわ。
c142_story2	青い…鳥…夢をみなくても青い鳥に会えるかしら？\本当に信じてもいいの？
c142_story3	私たち、王子様と一緒に永遠に幸せに暮らすのよ！
c142_true1	今日も夢を見たの。空からブランコがぶらさがって\その上にアナタが座って星の国まで昇る夢を…
c142_true2	まだ夢をみてるのかしら？それとも…\もう眠りから覚めてるの？私は今、どこにいるのかしら？
c142_true3	幸せになりたい。夢でも何でも構わない。\幸せに暮らせれば…ねぇ、私を幸せにして。
c142_victory	みんな…いい夢を…
c147_boss_long	死にたくてたまらないようだな！
c147_boss_short	惑わすな！
c147_ctskill	オラオラ！
c147_death_1	オマエ…覚えておこう…
c147_death_2	ぐわああ！
c147_drive	死にたいヤツは前にでろ！
c147_hit_1	くっ！
c147_hit_2	ぐわっ！
c147_hit_3	うっ！
c147_prskill	状況が分かってないのか？
c147_skill	ドリャ！
c147_spa	おい、この程度じゃ満足できん。\もっと温度を上げろ。
c147_startbt	どいつから踏みつぶしてやろうか。
c147_story1	何様のつもりだ？オマエ。\自分が立派な悪魔だって、自信もって言えるのか？
c147_story2	誰が誰を勢いで殺すって？\俺の邪魔をしなければ、手出しはしない。
c147_story3	クハハハ！適当に暴れてこい！\俺はゆっくりついて行くぞ！
c147_true1	目障りなヤツは踏みつぶす。\俺様に踏んづけられたければ\いくらでもかかってこい。
c147_true2	悪魔だから契約したんだろう？ちっ。どこを見ても\使えそうなところなんてなさそうだな。
c147_true3	ハハハ！ガキの悪魔が魔王になると…ほざく姿は、可愛いもんだな！
c147_victory	ハッ、次はどいつだ！
c148_boss_long	負ける気がしないね！
c148_boss_short	勝ったほうが勝ちなんだからっ！
c148_ctskill	逃してなんかやらないよっ！
c148_death_1	ううううっ！ム、ムカつくー！
c148_death_2	くっそ、こんなやつに…
c148_drive	ボコボコにしてやるよっ！
c148_hit_1	うわああっ！
c148_hit_2	な、なんだこれー！
c148_hit_3	いって！何すんだ！
c148_prskill	ボロボロにしてやる！
c148_skill	なんなの、このバカっ！\ありえない！
c148_spa	あー、気持ちいいー！
c148_startbt	んだよっ、騒がしいなぁ！
c148_story1	アタイは、この世に名を轟かせる大悪党に\なるんだよ！
c148_story2	助けてくれて…いや、その必要はなかったけど…\余計なことっていうか、自分で何とかできたけど…
c148_story3	魔王は諦めたけど！大悪党になるって、\目標は諦めたわけじゃないからね！
c148_true1	アタイを無視するなんて、\10年早いよ！
c148_true2	魔王になったら有名になれるんだろ？\よし、それじゃあこれから目標を魔王に転換！
c148_true3	チャイルドは絶対悪魔にはなれないんだろ？\じゃあ、悪魔より偉大な大悪党になってやる！
c148_victory	ふん！たいしたことないねっ！
c149_boss_long	私の歌が聴きたくて…来てくれたの…？
c149_boss_short	歌…聴かせてあげる。
